Episode,Kick_Speed,friction,Rewards,Stop_Distance
425,79.99,0.9,-1037.25,-1.69
426,74.72,0.9,-50.23,3.9
427,75.26,0.9,-50.19,3.9
428,74.16,0.9,-50.22,3.9
429,72.79,0.9,-50.21,3.9
430,85.48,0.9,-1066.76,-10.24
431,71.68,0.9,-50.24,3.9
432,76.74,0.9,-57.42,3.69
433,75.24,0.9,-50.22,3.9
434,76.48,0.9,-62.32,3.56
435,77.64,0.9,-136.88,2.34
436,86.78,0.9,-1070.31,-10.31
437,73.77,0.9,-50.22,3.9
438,79.16,0.9,-369.74,0.79
439,73.21,0.9,-50.19,3.9
440,72.27,0.9,-50.2,3.9
441,76.37,0.9,-50.89,3.88
442,70.66,0.9,-50.19,3.9
443,83.63,0.9,-1056.06,-10.07
444,76.49,0.9,-51.35,3.86
445,76.23,0.9,-50.88,3.88
446,75.31,0.9,-50.19,3.9
447,76.26,0.9,-50.34,3.89
448,81.61,0.9,-1050.0,-7.52
449,71.94,0.9,-50.23,3.9
450,75.84,0.9,-50.21,3.9
451,73.64,0.9,-50.22,3.9
452,71.43,0.9,-50.24,3.9
453,84.49,0.9,-1062.54,-10.29
454,76.31,0.9,-52.98,3.81
455,71.84,0.9,-50.2,3.9
456,78.64,0.9,-416.87,0.6
457,80.45,0.9,-1040.53,-3.06
458,74.39,0.9,-50.23,3.9
459,75.08,0.9,-50.18,3.9
460,72.19,0.9,-50.24,3.9
461,74.51,0.9,-50.2,3.9
462,71.54,0.9,-50.25,3.9
463,79.07,0.9,-502.39,0.31
464,75.98,0.9,-50.2,3.9
465,73.93,0.9,-50.22,3.9
466,72.22,0.9,-50.21,3.9
467,75.71,0.9,-50.21,3.9
468,76.03,0.9,-54.96,3.76
469,77.66,0.9,-60.45,3.61
470,72.28,0.9,-50.24,3.9
471,77.01,0.9,-57.78,3.68
472,76.96,0.9,-52.39,3.83
473,76.96,0.9,-50.5,3.89
474,74.07,0.9,-50.21,3.9
475,73.38,0.9,-50.19,3.9
476,78.44,0.9,-135.08,2.36
477,79.91,0.9,-1037.1,-1.73
478,70.93,0.9,-50.19,3.9
479,77.74,0.9,-86.88,3.04
480,75.88,0.9,-50.19,3.9
481,79.04,0.9,-298.33,1.12
482,72.98,0.9,-50.24,3.9
483,72.95,0.9,-50.25,3.9
484,81.62,0.9,-1050.03,-7.2
485,76.31,0.9,-51.64,3.85
486,74.89,0.9,-50.22,3.9
487,79.19,0.9,-417.65,0.6
488,71.08,0.9,-50.2,3.9
489,81.04,0.9,-1045.28,-5.3
490,75.0,0.9,-50.23,3.9
491,76.52,0.9,-50.4,3.89
492,76.37,0.9,-51.34,3.86
493,75.36,0.9,-50.19,3.9
494,72.64,0.9,-50.18,3.9
495,73.79,0.9,-50.25,3.9
496,69.98,0.9,-50.21,3.9
497,75.2,0.9,-50.21,3.9
498,78.21,0.9,-121.62,2.52
499,73.31,0.9,-50.2,3.9
500,74.44,0.9,-50.21,3.9
501,71.12,0.9,-50.23,3.9
502,77.78,0.9,-58.59,3.66
503,72.61,0.9,-50.2,3.9
504,75.86,0.9,-50.23,3.9
505,82.79,0.9,-1052.09,-8.23
506,77.54,0.9,-53.93,3.79
507,74.43,0.9,-50.21,3.9
508,78.11,0.9,-209.43,1.67
509,70.53,0.9,-50.21,3.9
510,74.5,0.9,-50.2,3.9
511,85.29,0.9,-1066.42,-10.44
512,74.99,0.9,-50.2,3.9
513,76.56,0.9,-50.23,3.9
514,78.1,0.9,-106.48,2.73
515,77.9,0.9,-65.37,3.49
516,75.84,0.9,-50.61,3.89
517,77.39,0.9,-74.7,3.28
518,74.83,0.9,-50.17,3.9
519,73.4,0.9,-50.23,3.9
520,73.58,0.9,-50.23,3.9
521,74.19,0.9,-50.23,3.9
522,75.12,0.9,-50.21,3.9
523,75.84,0.9,-50.42,3.89
524,72.92,0.9,-50.24,3.9
525,73.29,0.9,-50.24,3.9
526,76.93,0.9,-53.31,3.81
527,79.02,0.9,-255.75,1.36
528,81.14,0.9,-1040.53,-3.26
529,80.46,0.9,-1039.31,-2.37
530,74.76,0.9,-50.24,3.9
531,77.99,0.9,-120.0,2.54
532,76.31,0.9,-51.72,3.85
533,75.43,0.9,-50.21,3.9
534,83.23,0.9,-1059.06,-10.14
535,72.85,0.9,-50.2,3.9
536,75.94,0.9,-50.22,3.9
537,74.3,0.9,-50.24,3.9
538,73.75,0.9,-50.22,3.9
539,79.46,0.9,-1035.07,-0.89
540,79.34,0.9,-1039.79,-2.75
541,72.35,0.9,-50.24,3.9
542,74.87,0.9,-50.25,3.9
543,74.1,0.9,-50.21,3.9
544,73.27,0.9,-50.21,3.9
545,72.55,0.9,-50.22,3.9
546,79.13,0.9,-1033.24,-0.13
547,73.21,0.9,-50.19,3.9
548,73.66,0.9,-50.24,3.9
549,82.18,0.9,-1051.02,-7.64
550,74.32,0.9,-50.2,3.9
551,71.96,0.9,-50.19,3.9
552,69.92,0.9,-50.23,3.9
553,75.63,0.9,-50.31,3.9
554,72.89,0.9,-50.2,3.9
555,74.02,0.9,-50.19,3.9
556,74.79,0.9,-50.22,3.9
557,77.98,0.9,-102.36,2.79
558,76.11,0.9,-51.43,3.86
559,73.27,0.9,-50.21,3.9
560,70.6,0.9,-50.19,3.9
561,83.62,0.9,-1057.28,-10.09
562,80.98,0.9,-1045.18,-5.21
563,73.15,0.9,-50.19,3.9
564,70.17,0.9,-50.2,3.9
565,73.5,0.9,-50.19,3.9
566,76.84,0.9,-52.38,3.83
567,74.75,0.9,-50.2,3.9
568,83.43,0.9,-1056.95,-10.13
569,70.8,0.9,-50.24,3.9
570,69.22,0.9,-50.21,3.9
571,78.47,0.9,-117.72,2.57
572,76.09,0.9,-50.29,3.9
573,76.03,0.9,-50.17,3.9
574,75.76,0.9,-52.72,3.82
575,75.21,0.9,-50.57,3.89
576,77.14,0.9,-91.51,2.96
577,71.4,0.9,-50.18,3.9
578,72.95,0.9,-50.19,3.9
579,82.17,0.9,-1051.0,-7.61
580,75.98,0.9,-50.56,3.89
581,74.92,0.9,-50.24,3.9
582,71.45,0.9,-50.2,3.9
583,73.63,0.9,-50.22,3.9
584,76.44,0.9,-50.62,3.89
585,86.17,0.9,-1068.0,-10.21
586,75.56,0.9,-50.48,3.89
587,76.59,0.9,-55.09,3.75
588,74.47,0.9,-50.23,3.9
589,71.71,0.9,-50.22,3.9
590,76.08,0.9,-50.55,3.89
591,69.92,0.9,-50.22,3.9
592,72.78,0.9,-50.24,3.9
593,73.6,0.9,-50.19,3.9
594,76.82,0.9,-54.95,3.76
595,72.22,0.9,-50.24,3.9
596,75.62,0.9,-50.29,3.9
597,76.69,0.9,-50.8,3.88
598,75.5,0.9,-50.21,3.9
599,79.26,0.9,-287.68,1.18
600,74.29,0.9,-50.24,3.9
601,74.81,0.9,-50.19,3.9
602,73.22,0.9,-50.24,3.9
603,71.59,0.9,-50.19,3.9
604,80.4,0.9,-1042.92,-3.83
605,73.36,0.9,-50.21,3.9
606,75.89,0.9,-50.17,3.9
607,76.35,0.9,-51.47,3.86
608,73.8,0.9,-50.22,3.9
609,78.54,0.9,-90.86,2.97
610,74.99,0.9,-50.2,3.9
611,82.54,0.9,-1054.12,-9.25
612,76.02,0.9,-51.6,3.86
613,86.05,0.9,-1066.55,-10.13
614,72.2,0.9,-50.21,3.9
615,71.91,0.9,-50.25,3.9
616,76.3,0.9,-50.21,3.9
617,69.39,0.9,-50.2,3.9
618,77.06,0.9,-51.54,3.86
619,85.57,0.9,-1065.68,-10.14
620,68.4,0.9,-50.18,3.9
621,78.4,0.9,-118.07,2.57
622,81.03,0.9,-1046.51,-5.92
623,79.59,0.9,-1035.31,-1.01
624,81.26,0.9,-1048.16,-6.45
625,77.1,0.9,-52.74,3.82
626,74.43,0.9,-50.2,3.9
627,77.06,0.9,-56.44,3.72
628,76.06,0.9,-50.5,3.89
629,75.76,0.9,-50.53,3.89
630,79.47,0.9,-1035.1,-0.91
